"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 26 15:15:30 GMT 2023","Sun Feb 26 15:15:30 GMT 2023","28","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_streamkit[setup_browser0]",""
"broken","Sun Feb 26 15:15:33 GMT 2023","Sun Feb 26 15:15:33 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_logo_visibility[setup_mobile_browser0]",""
"passed","Sun Feb 26 15:15:30 GMT 2023","Sun Feb 26 15:15:30 GMT 2023","25","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_privacy[setup_browser0]",""
"broken","Sun Feb 26 15:15:34 GMT 2023","Sun Feb 26 15:15:34 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_mod_academy_visibility[setup_mobile_browser0]",""
"broken","Sun Feb 26 15:15:34 GMT 2023","Sun Feb 26 15:15:34 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_download_btn_visibility[setup_mobile_browser0]",""
"failed","Sun Feb 26 15:15:22 GMT 2023","Sun Feb 26 15:15:26 GMT 2023","4208","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_safety[setup_browser0]",""
"passed","Sun Feb 26 15:15:21 GMT 2023","Sun Feb 26 15:15:21 GMT 2023","25","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_support[setup_browser0]",""
"passed","Sun Feb 26 15:15:32 GMT 2023","Sun Feb 26 15:15:32 GMT 2023","24","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_desktop_text_in_nitro[setup_browser0]",""
"passed","Sun Feb 26 15:15:30 GMT 2023","Sun Feb 26 15:15:30 GMT 2023","24","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_moderation[setup_browser0]",""
"passed","Sun Feb 26 15:15:30 GMT 2023","Sun Feb 26 15:15:30 GMT 2023","25","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_signup_button[setup_browser0]",""
"passed","Sun Feb 26 15:15:33 GMT 2023","Sun Feb 26 15:15:33 GMT 2023","21","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_desktop_text_in_blog[setup_browser0]",""
"passed","Sun Feb 26 15:15:21 GMT 2023","Sun Feb 26 15:15:21 GMT 2023","25","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_branding[setup_browser0]",""
"passed","Sun Feb 26 15:15:21 GMT 2023","Sun Feb 26 15:15:21 GMT 2023","290","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_nitro[setup_browser0]",""
"passed","Sun Feb 26 15:15:33 GMT 2023","Sun Feb 26 15:15:33 GMT 2023","20","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_desktop_text_in_careers[setup_browser0]",""
"passed","Sun Feb 26 15:15:32 GMT 2023","Sun Feb 26 15:15:32 GMT 2023","186","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_desktop_text_in_download[setup_browser0]",""
"passed","Sun Feb 26 15:15:33 GMT 2023","Sun Feb 26 15:15:33 GMT 2023","21","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_desktop_text_in_safety[setup_browser0]",""
"broken","Sun Feb 26 15:15:33 GMT 2023","Sun Feb 26 15:15:33 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_discover_visibility[setup_mobile_browser0]",""
"passed","Sun Feb 26 15:15:33 GMT 2023","Sun Feb 26 15:15:33 GMT 2023","26","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_desktop_text_in_support[setup_browser0]",""
"passed","Sun Feb 26 15:15:30 GMT 2023","Sun Feb 26 15:15:30 GMT 2023","25","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_acknowledgements[setup_browser0]",""
"broken","Sun Feb 26 15:15:34 GMT 2023","Sun Feb 26 15:15:34 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_support_visibility[setup_mobile_browser0]",""
"passed","Sun Feb 26 15:15:26 GMT 2023","Sun Feb 26 15:15:26 GMT 2023","24","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_feedback[setup_browser0]",""
"passed","Sun Feb 26 15:15:21 GMT 2023","Sun Feb 26 15:15:21 GMT 2023","27","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_about[setup_browser0]",""
"passed","Sun Feb 26 15:15:21 GMT 2023","Sun Feb 26 15:15:21 GMT 2023","26","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_newsroom[setup_browser0]",""
"broken","Sun Feb 26 15:15:34 GMT 2023","Sun Feb 26 15:15:34 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_careers_visibility[setup_mobile_browser0]",""
"broken","Sun Feb 26 15:15:33 GMT 2023","Sun Feb 26 15:15:33 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_nitro_visibility[setup_mobile_browser0]",""
"failed","Sun Feb 26 15:15:26 GMT 2023","Sun Feb 26 15:15:30 GMT 2023","4193","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_developers[setup_browser0]",""
"passed","Sun Feb 26 15:15:32 GMT 2023","Sun Feb 26 15:15:32 GMT 2023","289","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_desktop_visibility_logo[setup_browser0]",""
"passed","Sun Feb 26 15:15:32 GMT 2023","Sun Feb 26 15:15:33 GMT 2023","21","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_desktop_text_in_discover[setup_browser0]",""
"passed","Sun Feb 26 15:15:19 GMT 2023","Sun Feb 26 15:15:19 GMT 2023","0","tests.api","test_post_authorization","","","","test_post_authorization",""
"passed","Sun Feb 26 15:15:33 GMT 2023","Sun Feb 26 15:15:33 GMT 2023","27","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_desktop_login_btn_visibility[setup_browser0]",""
"broken","Sun Feb 26 15:15:34 GMT 2023","Sun Feb 26 15:15:34 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_blog_visibility[setup_mobile_browser0]",""
