"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 08 14:49:42 GMT 2023","Sun Jan 08 14:49:42 GMT 2023","0","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_title_text[setup_browser0]",""
"broken","Sun Jan 08 14:49:40 GMT 2023","Sun Jan 08 14:49:40 GMT 2023","0","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_developers[setup_browser0]",""
"broken","Sun Jan 08 14:49:41 GMT 2023","Sun Jan 08 14:49:41 GMT 2023","0","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_licenses[setup_browser0]",""
"broken","Sun Jan 08 14:49:42 GMT 2023","Sun Jan 08 14:49:42 GMT 2023","0","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_title[setup_browser0]",""
"broken","Sun Jan 08 14:49:40 GMT 2023","Sun Jan 08 14:49:40 GMT 2023","0","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_blog[setup_browser0]",""
"broken","Sun Jan 08 14:49:45 GMT 2023","Sun Jan 08 14:49:45 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_support_visibility[setup_mobile_browser0]",""
"broken","Sun Jan 08 14:49:43 GMT 2023","Sun Jan 08 14:49:43 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_logo_visibility[setup_mobile_browser0]",""
"broken","Sun Jan 08 14:49:43 GMT 2023","Sun Jan 08 14:49:43 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_desktop_login_btn_visibility[setup_browser0]",""
"broken","Sun Jan 08 14:49:40 GMT 2023","Sun Jan 08 14:49:40 GMT 2023","0","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_college[setup_browser0]",""
"broken","Sun Jan 08 14:49:40 GMT 2023","Sun Jan 08 14:49:40 GMT 2023","0","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_safety[setup_browser0]",""
"broken","Sun Jan 08 14:49:41 GMT 2023","Sun Jan 08 14:49:41 GMT 2023","0","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_privacy[setup_browser0]",""
