"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 26 16:26:22 GMT 2023","Sun Feb 26 16:26:22 GMT 2023","522","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_status[setup_browser0]",""
"broken","Sun Feb 26 16:26:36 GMT 2023","Sun Feb 26 16:26:36 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_support_visibility[setup_mobile_browser0]",""
"passed","Sun Feb 26 16:26:13 GMT 2023","Sun Feb 26 16:26:13 GMT 2023","215","tests.api","test_get_location_metadata","","","","test_get_location_metadata",""
"broken","Sun Feb 26 16:26:36 GMT 2023","Sun Feb 26 16:26:36 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_blog_visibility[setup_mobile_browser0]",""
"passed","Sun Feb 26 16:26:22 GMT 2023","Sun Feb 26 16:26:22 GMT 2023","34","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_jobs[setup_browser0]",""
"passed","Sun Feb 26 16:26:32 GMT 2023","Sun Feb 26 16:26:32 GMT 2023","36","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_moderation[setup_browser0]",""
"failed","Sun Feb 26 16:26:27 GMT 2023","Sun Feb 26 16:26:31 GMT 2023","4241","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_developers[setup_browser0]",""
"passed","Sun Feb 26 16:26:22 GMT 2023","Sun Feb 26 16:26:22 GMT 2023","36","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_branding[setup_browser0]",""
"passed","Sun Feb 26 16:26:22 GMT 2023","Sun Feb 26 16:26:22 GMT 2023","37","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_college[setup_browser0]",""
"broken","Sun Feb 26 16:26:37 GMT 2023","Sun Feb 26 16:26:37 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_careers_visibility[setup_mobile_browser0]",""
"passed","Sun Feb 26 16:26:34 GMT 2023","Sun Feb 26 16:26:34 GMT 2023","30","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_desktop_text_in_safety[setup_browser0]",""
"passed","Sun Feb 26 16:26:22 GMT 2023","Sun Feb 26 16:26:22 GMT 2023","88","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_nitro[setup_browser0]",""
"broken","Sun Feb 26 16:26:36 GMT 2023","Sun Feb 26 16:26:36 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_safety_visibility[setup_mobile_browser0]",""
"passed","Sun Feb 26 16:26:34 GMT 2023","Sun Feb 26 16:26:34 GMT 2023","27","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_desktop_text_in_blog[setup_browser0]",""
"passed","Sun Feb 26 16:26:32 GMT 2023","Sun Feb 26 16:26:32 GMT 2023","33","tests.ui","test_footer_elements_visibility","TestFooterElementsVisibility","","","test_desktop_visibility_footer_signup_button[setup_browser0]",""
"passed","Sun Feb 26 16:26:34 GMT 2023","Sun Feb 26 16:26:34 GMT 2023","34","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_desktop_login_btn_visibility[setup_browser0]",""
"broken","Sun Feb 26 16:26:34 GMT 2023","Sun Feb 26 16:26:34 GMT 2023","0","tests.ui","test_header_elements_visibility","TestHeaderElementsVisibility","","","test_mobile_header_logo_visibility[setup_mobile_browser0]",""
